MAL_ID,Name,Score,Genres,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked
10869,Scan2Go,6.08,"Game, Cars, Space, Kids",TV,52,d-rights,Cookie Jar Entertainment,SynergySP,Original,25 min. per ep.,G - All Ages,7895.0
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,6.68,"Comedy, Supernatural, Seinen",OVA,1,Akita Shoten,"NIS America, Inc.",AIC PLUS+,Manga,27 min.,PG-13 - Teens 13 or older,5005.0
10937,Mobile Suit Gundam: The Origin,8.36,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,Sotsu,NYAV Post,Sunrise,Manga,1 hr. 11 min. per ep.,R+ - Mild Nudity,176.0
11005,Holy Knight,6.02,"Ecchi, Fantasy, Supernatural, School, Vampire, Seinen",OVA,2,Cammot,Media Blasters,Lilix,Manga,30 min. per ep.,R+ - Mild Nudity,8142.0
11013,Inu x Boku SS,7.46,"Comedy, Supernatural, Romance, Shounen",TV,12,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic",Sentai Filmworks,David Production,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1693.0
11021,Muv-Luv Alternative: Total Eclipse,7.11,"Action, Military, Sci-Fi, Mecha",TV,24,"TV Tokyo, Avex Entertainment, AT-X, Magic Capsule, Nippon Cultural Broadcasting",Sentai Filmworks,"Satelight, ixtl",Visual novel,24 min. per ep.,R+ - Mild Nudity,3164.0
11061,Hunter x Hunter (2011),9.1,"Action, Adventure, Fantasy, Shounen, Super Power",TV,148,"VAP, Nippon Television Network, Shueisha",VIZ Media,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6.0
11079,Kill Me Baby,6.87,"Comedy, School, Seinen",TV,13,"Pony Canyon, TBS, Magic Capsule",Sentai Filmworks,J.C.Staff,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,4155.0
11111,Another,7.55,"Mystery, Horror, Supernatural, Thriller, School",TV,12,"Lantis, Kadokawa Shoten, Toho, KlockWorx, Bandai Namco Live Creative, NTT Docomo",Sentai Filmworks,P.A. Works,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1411.0
11123,Sekaiichi Hatsukoi 2,7.97,"Comedy, Drama, Romance, Shounen Ai",TV,12,"Lantis, Kadokawa Shoten, AT-X, KlockWorx",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,574.0
11179,Papa no Iukoto wo Kikinasai!,7.33,"Comedy, Romance, Slice of Life",TV,12,"Starchild Records, KlockWorx, PPP, Studio Mausu, Shueisha",Sentai Filmworks,feel.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2189.0
11209,Maken-Ki! OVA,6.64,"Action, Ecchi, Harem, Martial Arts, School, Super Power",OVA,2,AIC,Funimation,Xebec,Manga,24 min. per ep.,R+ - Mild Nudity,5186.0
11227,Rinne no Lagrange,6.92,"Action, Sci-Fi, Comedy, Mecha",TV,12,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG, Dwango",VIZ Media,Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,3944.0
11235,Amagami SS+ Plus,7.44,"Slice of Life, Comedy, Romance, School",TV,13,TBS,Sentai Filmworks,AIC,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,1754.0
11237,Hidamari Sketch x SP,7.79,"Slice of Life, Comedy, School, Seinen",Special,2,"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,839.0
11239,Hidamari Sketch x Honeycomb,7.94,"Slice of Life, Comedy, School, Seinen",TV,12,"Aniplex, Lantis, TBS, Movic, Houbunsha, Grooove",Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,619.0
11241,Brave 10,6.8,"Action, Adventure, Historical, Super Power, Samurai, Seinen",TV,12,"Media Factory, Studio Saki Makura, TMS Music","NIS America, Inc.",TMS Entertainment,Manga,24 min. per ep.,R - 17+ (violence & profanity),4421.0
11266,Ao no Exorcist: Kuro no Iede,7.31,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,Aniplex,Aniplex of America,A-1 Pictures,Manga,24 min.,PG-13 - Teens 13 or older,2293.0
11319,Zero no Tsukaima F,7.52,"Adventure, Magic, Romance, Ecchi, Fantasy",TV,12,"Cospa, Showgate",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1508.0
11341,Tantei Opera Milky Holmes Dai 2 Maku,7.22,"Mystery, Comedy, Super Power",TV,12,"Sotsu, Lantis, Dwango, Bushiroad, Good Smile Company, Chrono Gear Creative",Funimation,"J.C.Staff, Artland",Original,24 min. per ep.,PG-13 - Teens 13 or older,2702.0
11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.45,"Action, Adventure, Comedy, Fantasy, Shounen",TV,25,TV Asahi,Flatiron Film Company,Toei Animation,Original,25 min. per ep.,PG - Children,6170.0
11433,Ano Natsu de Matteru,7.49,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,"Geneon Universal Entertainment, Genco, AT-X, Bushiroad, Showgate",Sentai Filmworks,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,1605.0
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,7.11,"Action, Samurai, Historical, Drama, Shounen",OVA,2,Aniplex,Sentai Filmworks,Studio Deen,Manga,46 min. per ep.,R - 17+ (violence & profanity),3171.0
11445,UFO Princess Valkyrie: Recap,6.22,"Comedy, Romance, Sci-Fi",Special,1,"Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment",ADV Films,TNK,Manga,45 min.,PG-13 - Teens 13 or older,7244.0
11499,Sankarea,7.36,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Funimation,Studio Deen,Manga,24 min. per ep.,R+ - Mild Nudity,2074.0
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.5,"Sci-Fi, Drama",Movie,1,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, MAGES.",Funimation,White Fox,Visual novel,1 hr. 30 min.,PG-13 - Teens 13 or older,106.0
11597,Nisemonogatari,8.18,"Mystery, Comedy, Supernatural, Ecchi",TV,11,"Aniplex, Kodansha, Rakuonsha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),325.0
11617,High School DxD,7.4,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,"Genco, Lantis, AT-X, PRA, Showgate, Atelier Musa, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,1900.0
11633,Blood Lad,7.33,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",TV,10,"Kadokawa Shoten, KlockWorx, flying DOG",VIZ Media,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2207.0
11665,Natsume Yuujinchou Shi,8.67,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,47.0
11703,Code:Breaker,6.8,"Action, Comedy, Super Power, Supernatural, School, Shounen",TV,13,"Bandai Visual, Lantis, Kodansha, Memory-Tech, Bushiroad",Funimation,Kinema Citrus,Manga,24 min. per ep.,R - 17+ (violence & profanity),4440.0
11737,Ao no Exorcist Movie,7.64,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1,"Aniplex, Shueisha",Aniplex of America,A-1 Pictures,Manga,1 hr. 28 min.,PG-13 - Teens 13 or older,1168.0
11741,Fate/Zero 2nd Season,8.59,"Action, Supernatural, Magic, Fantasy",TV,12,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,24 min. per ep.,R - 17+ (violence & profanity),71.0
11743,Toaru Majutsu no Index Movie: Endymion no Kiseki,7.5,"Action, Magic, Sci-Fi, Super Power",Movie,1,"Geneon Universal Entertainment, Square Enix, AT-X, Warner Bros. Japan, ASCII Media Works",Funimation,J.C.Staff,Original,1 hr. 30 min.,R - 17+ (violence & profanity),1572.0
11751,Senki Zesshou Symphogear,7.03,"Action, Sci-Fi, Music",TV,13,"Aniplex, Memory-Tech, Dwango, Bushiroad, Good Smile Company, King Records, Kinyosha",Discotek Media,"Satelight, Encourage Films",Original,23 min. per ep.,PG-13 - Teens 13 or older,3542.0
11755,009 Re:Cyborg,6.53,"Action, Adventure, Mecha, Sci-Fi",Movie,1,"Nippon Television Network, Ishimori Pro","Funimation, NYAV Post","Production I.G, SANZIGEN",Manga,1 hr. 43 min.,PG-13 - Teens 13 or older,5725.0
11757,Sword Art Online,7.25,"Action, Game, Adventure, Romance, Fantasy",TV,25,"Aniplex, Genco, DAX Production, ASCII Media Works, Bandai Namco Games",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2584.0
11759,Accel World,7.32,"Action, Game, Sci-Fi, Romance, School",TV,24,"Genco, Rakuonsha, Warner Bros. Japan, flying DOG, ASCII Media Works",VIZ Media,Sunrise,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2228.0
11761,Medaka Box,7.07,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,"TV Tokyo, Lantis, Media Factory, Hakoniwa Academy Student Council",Sentai Filmworks,"Gainax, Asahi Production",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3367.0
11763,Sekai de Ichiban Tsuyoku Naritai!,5.81,"Action, Ecchi, Sports",TV,12,"Movic, Earth Star Entertainment",Funimation,Arms,Manga,23 min. per ep.,R+ - Mild Nudity,8807.0
11785,Haiyore! Nyaruko-san,7.07,"Sci-Fi, Comedy, Parody",TV,12,"TV Tokyo, Avex Entertainment, Sotsu, KlockWorx, Cospa, SoftBank Creative, Studio Mausu, Bulls Eye","NIS America, Inc.",Xebec,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3333.0
11837,Zetman,6.89,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TV,13,"TV Asahi, Asatsu DK, YTV, Toho, Sakura Create, TMS Music","VIZ Media, NYAV Post",TMS Entertainment,Manga,24 min. per ep.,R+ - Mild Nudity,4096.0
11843,Danshi Koukousei no Nichijou,8.28,"Slice of Life, Comedy, School",TV,12,"TV Tokyo, Square Enix, Trinity Sound, Happinet Pictures","NIS America, Inc.",Sunrise,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,238.0
11859,Queen's Blade: Rebellion,6.32,"Action, Adventure, Ecchi, Fantasy",TV,12,"Genco, Media Factory, AT-X, Hobby Japan","Sentai Filmworks, NYAV Post",Arms,Other,24 min. per ep.,R+ - Mild Nudity,6799.0
11887,Kokoro Connect,7.82,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",TV,13,"Starchild Records, Enterbrain",Sentai Filmworks,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,793.0
11933,Oda Nobuna no Yabou,7.46,"Comedy, Historical, Romance",TV,12,"Pony Canyon, AT-X, KlockWorx, SoftBank Creative",Sentai Filmworks,"Madhouse, Studio Gokumi",Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1703.0
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.23,"Psychological, Drama, Magic, Thriller",Movie,1,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,2 hr. 10 min.,PG-13 - Teens 13 or older,282.0
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,"Drama, Magic, Psychological, Thriller",Movie,1,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,1 hr. 49 min.,PG-13 - Teens 13 or older,162.0
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.44,"Mystery, Psychological, Drama, Magic, Thriller",Movie,1,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,1 hr. 56 min.,PG-13 - Teens 13 or older,133.0
12015,Tiger & Bunny Movie 1: The Beginning,7.44,"Action, Super Power, Comedy, Mystery",Movie,1,Tohokushinsha Film Corporation,VIZ Media,Sunrise,Original,1 hr. 33 min.,PG-13 - Teens 13 or older,1788.0
12029,Uchuu Senkan Yamato 2199,8.37,"Action, Military, Sci-Fi, Space, Drama",OVA,26,"Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment",Funimation,"Xebec, AIC",Original,25 min. per ep.,PG-13 - Teens 13 or older,172.0
12031,Kingdom,8.04,"Action, Historical, Military, Seinen",TV,38,NHK,Funimation,Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),490.0
12049,Fairy Tail Movie 1: Houou no Miko,7.41,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,"TV Tokyo, Dentsu",Funimation,"Satelight, A-1 Pictures",Manga,1 hr. 26 min.,PG-13 - Teens 13 or older,1881.0
12053,Mardock Scramble: The Third Exhaust,7.45,"Action, Psychological, Sci-Fi",Movie,1,"Aniplex, Starchild Records",Sentai Filmworks,GoHands,Novel,1 hr. 8 min.,R+ - Mild Nudity,1753.0
12067,Rurouni Kenshin Special,7.34,"Action, Historical, Romance, Samurai, Shounen",Special,1,"SME Visual Works, Fuji TV",Media Blasters,Studio Deen,Manga,25 min.,PG-13 - Teens 13 or older,2175.0
12069,Hajime no Ippo: Boxer no Kobushi,8.11,"Comedy, Drama, Shounen, Sports",Special,1,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min.,PG-13 - Teens 13 or older,398.0
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.92,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment","VIZ Media, NYAV Post",Studio 4°C,Manga,1 hr. 32 min.,R+ - Mild Nudity,648.0
12115,Berserk: Ougon Jidai-hen III - Kourin,8.21,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment","VIZ Media, NYAV Post",Studio 4°C,Manga,1 hr. 50 min.,R+ - Mild Nudity,297.0
12149,AKB0048,7.39,"Music, Sci-Fi",TV,13,"Starchild Records, Magic Capsule, GANSIS",Sentai Filmworks,Satelight,Original,23 min. per ep.,PG-13 - Teens 13 or older,1940.0
12175,Koi to Senkyo to Chocolate,7.09,"Drama, Romance, School",TV,12,"Aniplex, Lantis, TBS, Magic Capsule",Sentai Filmworks,AIC Build,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,3249.0
12189,Hyouka,8.14,"Mystery, School, Slice of Life",TV,22,"Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do",Funimation,Kyoto Animation,Novel,25 min. per ep.,PG-13 - Teens 13 or older,374.0
12281,Rinne no Lagrange Season 2,6.99,"Action, Comedy, Mecha, Sci-Fi",TV,12,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",VIZ Media,Xebec,Original,24 min. per ep.,PG-13 - Teens 13 or older,3683.0
12291,Acchi Kocchi (TV),7.51,"Slice of Life, Comedy, Romance, School",TV,12,"Pony Canyon, TBS, DAX Production, BS-TBS, Jumondo, Houbunsha",Sentai Filmworks,AIC,4-koma manga,25 min. per ep.,PG-13 - Teens 13 or older,1537.0
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,7.05,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,"Lantis, AT-X, Barnum Studio, Magic Capsule, Warner Bros. Japan, KlockWorx, Shueisha, Bulls Eye",Sentai Filmworks,Diomedéa,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3450.0
12317,Upotte!!,6.51,"Action, Comedy, Military, Seinen",ONA,10,"DAX Production, Nippon Columbia",Sentai Filmworks,Xebec,Manga,24 min. per ep.,R - 17+ (violence & profanity),5842.0
12321,Thermae Romae,7.02,"Comedy, Historical, Seinen",TV,3,"Dentsu, Fuji TV, Toho, Sony Music Entertainment",Discotek Media,"Gonzo, DLE",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3585.0
12343,Dirty Pair Flash 2,6.66,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,5,VAP,"ADV Films, Nozomi Entertainment",Sunrise,Light novel,27 min. per ep.,PG-13 - Teens 13 or older,5094.0
12347,Dirty Pair Flash 3,6.56,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,5,VAP,"ADV Films, Nozomi Entertainment",Sunrise,Light novel,27 min. per ep.,R+ - Mild Nudity,5561.0
12355,Ookami Kodomo no Ame to Yuki,8.64,"Fantasy, Slice of Life",Movie,1,"Madhouse, VAP, Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Hiroshima Television",Funimation,Studio Chizu,Original,1 hr. 57 min.,PG - Children,56.0
12367,Shining Hearts: Shiawase no Pan,6.15,"Action, Fantasy",TV,12,"Avex Entertainment, Sega, DAX Production, Volks",Sentai Filmworks,Production I.G,Game,24 min. per ep.,PG-13 - Teens 13 or older,7551.0
12403,Yuru Yuri♪♪,7.85,"Slice of Life, Comedy, School, Shoujo Ai",TV,12,"Sotsu, Pony Canyon, DAX Production","NIS America, Inc.",Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,747.0
12413,Jormungand,7.85,"Action, Adventure, Seinen",TV,12,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions",Funimation,White Fox,Manga,24 min. per ep.,R+ - Mild Nudity,740.0
12431,Uchuu Kyoudai,8.52,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,"Aniplex, Dentsu, YTV, Trinity Sound",Sentai Filmworks,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,95.0
12445,Tasogare Otome x Amnesia,7.86,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,"Square Enix, Media Factory",Sentai Filmworks,SILVER LINK.,Manga,23 min. per ep.,R - 17+ (violence & profanity),729.0
12461,Hiiro no Kakera,6.74,"Fantasy, Romance, Shoujo, Supernatural",TV,13,"Bandai Visual, Lantis, YTV, DAX Production, Enterbrain",Sentai Filmworks,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4716.0
12467,Nazo no Kanojo X,7.25,"Romance, School, Seinen",TV,13,"Starchild Records, Kodansha, Yomiuri Advertising, Atelier Musa",Sentai Filmworks,Hoods Entertainment,Manga,24 min. per ep.,R - 17+ (violence & profanity),2553.0
12471,Eureka Seven AO,6.7,"Action, Adventure, Drama, Mecha, Sci-Fi",TV,24,"Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Games, Sammy, Hakuhodo DY Media Partners, Bandai Channel",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4903.0
12477,Sakasama no Patema,8.05,"Adventure, Sci-Fi",Movie,1,"Directions, Asmik Ace, Good Smile Company","NYAV Post, GKIDS","Studio Rikka, Purple Cow Studio Japan",Original,1 hr. 39 min.,PG-13 - Teens 13 or older,472.0
12481,Gregory Horror Show: The Second Guest,6.64,"Mystery, Comedy, Horror, Demons, Supernatural",TV,25,"VAP, TV Asahi",Geneon Universal Entertainment,Milky Cartoon,Original,3 min. per ep.,PG - Children,5174.0
12485,Gregory Horror Show: The Bloody Karte,5.79,"Mystery, Comedy, Horror, Demons, Supernatural",Special,12,"VAP, TV Asahi",Geneon Universal Entertainment,Milky Cartoon,Original,3 min. per ep.,PG-13 - Teens 13 or older,8867.0
12487,Kyoukaisenjou no Horizon II,7.55,"Action, Fantasy, Sci-Fi",TV,13,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sentai Filmworks,Sunrise,Light novel,24 min. per ep.,R+ - Mild Nudity,1426.0
12531,Sakamichi no Apollon,8.36,"Drama, Josei, Music, Romance, School",TV,12,"Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment",Sentai Filmworks,"Tezuka Productions, MAPPA",Manga,22 min. per ep.,PG-13 - Teens 13 or older,176.0
12549,"Dakara Boku wa, H ga Dekinai.",6.64,"Comedy, Supernatural, Romance, Ecchi",TV,12,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",Sentai Filmworks,feel.,Light novel,25 min. per ep.,R+ - Mild Nudity,5177.0
12611,Sengoku Collection,6.44,"Fantasy, Parody, Samurai",TV,26,"TV Tokyo, Nihon Ad Systems, ZERO-A",Nozomi Entertainment,Brain's Base,Game,24 min. per ep.,PG-13 - Teens 13 or older,6234.0
12671,Pokemon Movie 15: Kyurem vs. Seikenshi,6.44,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,"TV Tokyo, Shogakukan-Shueisha Productions, Toho, Studio Jack",The Pokemon Company International,OLM,Game,1 hr. 11 min.,PG - Children,6230.0
12711,Uta no☆Prince-sama♪ Maji Love 2000%,7.25,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,"Showgate, King Records",Sentai Filmworks,A-1 Pictures,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,2562.0
12715,The Hakkenden: Shin Shou,6.51,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",OVA,7,Pioneer LDC,Geneon Universal Entertainment,AIC,Novel,30 min. per ep.,R - 17+ (violence & profanity),5860.0
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,"Action, Game, Mystery, Shounen",TV,25,NHK,Sentai Filmworks,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,2398.0
12859,One Piece Film: Z,8.18,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,Shueisha,Funimation,Toei Animation,Manga,1 hr. 47 min.,PG-13 - Teens 13 or older,326.0
12883,Tsuritama,7.7,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,"Aniplex, Dentsu, Fuji TV, Sakura Create",Sentai Filmworks,A-1 Pictures,Original,23 min. per ep.,PG-13 - Teens 13 or older,1016.0
12951,AWOL,5.62,"Action, Space, Military, Sci-Fi",TV,12,"BeSTACK, d-rights",Bandai Entertainment,Studio Deen,Original,30 min. per ep.,PG-13 - Teens 13 or older,9362.0
12967,Arcana Famiglia,6.28,"Action, Harem, Supernatural, Romance, Shoujo",TV,12,"Frontier Works, Movic, Warner Bros. Japan, Showgate",Sentai Filmworks,J.C.Staff,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,6964.0
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,"Action, Comedy, Parody",TV,51,"TV Tokyo, Shueisha",VIZ Media,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3032.0
13117,Hakuouki Movie 1: Kyoto Ranbu,7.67,"Action, Historical, Supernatural, Drama, Samurai, Josei",Movie,1,"Geneon Universal Entertainment, Frontier Works, KlockWorx",Sentai Filmworks,Studio Deen,Visual novel,1 hr. 35 min.,PG-13 - Teens 13 or older,1108.0
13125,Shinsekai yori,8.35,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",TV,25,"Aniplex, TV Asahi, Pony Canyon",Sentai Filmworks,A-1 Pictures,Novel,22 min. per ep.,R - 17+ (violence & profanity),187.0
13161,Hagure Yuusha no Aesthetica,6.89,"Action, Super Power, Ecchi, Fantasy",TV,12,"Genco, Lantis, Media Factory, AT-X, Showgate",Funimation,Arms,Light novel,24 min. per ep.,R+ - Mild Nudity,4090.0
13203,Lupin the Third: Mine Fujiko to Iu Onna,7.78,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,"Tohokushinsha Film Corporation, Po10tial, Nippon Television Network",Funimation,TMS Entertainment,Manga,23 min. per ep.,R+ - Mild Nudity,866.0
13215,Guskou Budori no Denki (2012),6.27,"Slice of Life, Kids, Drama, Fantasy",Movie,1,"Bandai Visual, Dentsu, Asahi Shimbun, BS11, Visual Vision, Rironsha, Media Do, Studio elle, BS NTV",Sentai Filmworks,Tezuka Productions,Novel,1 hr. 46 min.,G - All Ages,7032.0
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,6.67,Comedy,Special,6,Aniplex,Aniplex of America,ufotable,Original,15 min. per ep.,PG-13 - Teens 13 or older,5046.0
13267,Shinryaku!! Ika Musume,7.49,"Slice of Life, Comedy, Shounen",OVA,3,"Lantis, Glovision",Sentai Filmworks,Diomedéa,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1613.0
13271,Hunter x Hunter Movie 1: Phantom Rouge,7.24,"Action, Adventure, Fantasy, Shounen, Super Power",Movie,1,"VAP, Nippon Television Network, TOHO animation, Shueisha, Hiroshima Television",VIZ Media,Madhouse,Manga,1 hr. 37 min.,PG-13 - Teens 13 or older,2604.0
13287,Galaxy Angel Specials,6.8,"Comedy, Sci-Fi",Special,2,Broccoli,"Nozomi Entertainment, Bandai Entertainment",Madhouse,Game,13 min. per ep.,PG-13 - Teens 13 or older,4445.0
13331,Jormungand: Perfect Order,7.94,"Action, Adventure, Seinen",TV,12,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions",Funimation,White Fox,Manga,24 min. per ep.,R+ - Mild Nudity,626.0
13333,Tari Tari,7.32,"Music, Slice of Life, School",TV,13,"Bandai Visual, Dentsu, Sotsu, Lantis, Pony Canyon, Showgate, Good Smile Company, Infinite",Sentai Filmworks,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,2270.0
13335,Fuse: Teppou Musume no Torimonochou,7.36,"Action, Drama, Historical, Supernatural",Movie,1,"TV Tokyo, Sotsu, MediaNet, Kids Station, Nippon Columbia, Asmik Ace, Q-Tec, Tokyo Theatres, Bungeishunjuu, Toppan Printing, Keisei Electric Railway, TMS Music","NIS America, Inc.",TMS Entertainment,Book,1 hr. 50 min.,R - 17+ (violence & profanity),2059.0
13357,High School DxD Specials,7.27,"Ecchi, Comedy, Harem, Romance, Demons, School",Special,6,"Genco, Lantis",Funimation,TNK,Light novel,4 min. per ep.,R+ - Mild Nudity,2479.0
13367,"Kono Naka ni Hitori, Imouto ga Iru!",6.6,"Comedy, Ecchi, Harem, Mystery, Romance, School",TV,12,"Lantis, TBS, DAX Production",Sentai Filmworks,Studio Gokumi,Light novel,24 min. per ep.,R+ - Mild Nudity,5373.0
13391,Rakuen Tsuihou,7.38,"Action, Sci-Fi, Mecha",Movie,1,"Toei Animation, Kinoshita Koumuten",Aniplex of America,Graphinica,Original,1 hr. 43 min.,R+ - Mild Nudity,1967.0
13403,Inu x Boku SS Special,7.6,"Comedy, Supernatural, Shounen",Special,1,Aniplex,Sentai Filmworks,David Production,Manga,24 min.,PG-13 - Teens 13 or older,1270.0
13535,Binbougami ga!,7.73,"Comedy, Parody, Shounen, Supernatural",TV,13,"TV Tokyo, Bandai Visual, Dentsu, Trinity Sound, Sony Music Entertainment, Studio Jack, Shueisha",Funimation,Sunrise,Manga,23 min. per ep.,PG-13 - Teens 13 or older,954.0
13561,Guilty Crown: 4-koma Gekijou,7.0,Comedy,Special,11,"Aniplex, Studio Moriken",Funimation,Production I.G,4-koma manga,1 min. per ep.,R - 17+ (violence & profanity),3636.0
